,Date,Time,Day,Station,Delay Code,Min Delay,Min Gap,Direction,Line,Vehicle,Latitude,Longitude,Incident,Rush Hour Index,Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
1419,2024-02-12,20:54:00,Monday,DAVISVILLE STATION,MUIR,6.0,11.0,N,YU,5566.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.2,0.0,0.0,0.0,,
1420,2024-02-13,16:17:00,Tuesday,KENNEDY BD STATION,MUIR,3.0,6.0,W,BD,5089.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,1,-0.2,0.0,0.2,0.2,0.0,54.0
1421,2024-02-16,13:31:00,Friday,ROSEDALE STATION,MUIR,15.0,20.0,N,YU,5801.0,43.6784,-79.39,Injured or ill Customer (On Train) - Medical Aid Refused,0,-2.8,0.0,0.0,0.0,7.0,62.0
1422,2024-02-17,14:14:00,Saturday,PIONEER VILLAGE STATIO,MUIR,10.0,14.0,N,YU,5566.0,43.7775,-79.5073,Injured or ill Customer (On Train) - Medical Aid Refused,0,-6.4,0.0,0.2,0.2,5.0,49.0
1423,2024-02-18,18:56:00,Sunday,ST GEORGE BD STATION,MUIR,4.0,9.0,W,BD,5294.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Medical Aid Refused,1,-3.6,0.0,1.4,1.0,5.0,64.0
1424,2024-02-20,07:58:00,Tuesday,SPADINA BD STATION,MUIR,3.0,5.0,E,BD,5137.0,43.6671,-79.4032,Injured or ill Customer (On Train) - Medical Aid Refused,1,-2.7,0.0,0.0,0.0,,
1425,2024-02-20,09:33:00,Tuesday,SHERBOURNE STATION,MUIR,4.0,6.0,E,YU,5280.0,43.67212,-79.37644,Injured or ill Customer (On Train) - Medical Aid Refused,1,-2.7,0.0,0.0,0.0,,
1426,2024-02-20,15:44:00,Tuesday,COLLEGE STATION,MUIR,9.0,14.0,S,YU,6026.0,43.66139,-79.38347,Injured or ill Customer (On Train) - Medical Aid Refused,1,-2.7,0.0,0.0,0.0,,
1427,2024-02-21,08:58:00,Wednesday,BLOOR STATION,MUIR,3.0,6.0,S,YU,5931.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.6,0.0,0.0,0.0,0.0,
1428,2024-02-23,15:43:00,Friday,DAVISVILLE STATION,MUIR,12.0,17.0,N,YU,5746.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.3,0.0,0.0,0.0,,52.0
1429,2024-02-24,18:07:00,Saturday,UNION STATION,MUIR,3.0,7.0,S,YU,6136.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Medical Aid Refused,1,-8.5,0.0,0.0,0.0,,42.0
1430,2024-02-25,10:39:00,Sunday,VICTORIA PARK STATION,MUIR,10.0,14.0,W,BD,5256.0,43.69455,-79.28939,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.6,0.0,0.0,0.0,,46.0
1431,2024-02-25,11:03:00,Sunday,ISLINGTON STATION,MUIR,25.0,29.0,E,BD,5306.0,43.64547,-79.52449,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.6,0.0,0.0,0.0,,46.0
1432,2024-02-25,12:30:00,Sunday,HIGH PARK STATION,MUIR,16.0,20.0,W,BD,5338.0,43.65306,-79.46629,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.6,0.0,0.0,0.0,,46.0
1433,2024-02-25,18:00:00,Sunday,COLLEGE STATION,MUIR,8.0,14.0,N,YU,5851.0,43.66139,-79.38347,Injured or ill Customer (On Train) - Medical Aid Refused,1,-0.6,0.0,0.0,0.0,,46.0
1434,2024-02-25,20:20:00,Sunday,LANSDOWNE STATION,MUIR,4.0,9.0,E,BD,5064.0,43.6641,-79.44263,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.6,0.0,0.0,0.0,,46.0
1435,2024-02-26,06:46:00,Monday,FINCH STATION,MUIR,3.0,6.0,S,YU,5886.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.8,0.0,0.0,0.0,,
1436,2024-02-26,11:17:00,Monday,YONGE BD STATION,MUIR,4.0,8.0,E,BD,5312.0,43.6704,-79.3867,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.8,0.0,0.0,0.0,,
1437,2024-02-27,22:11:00,Tuesday,NORTH YORK CTR STATION,MUIR,4.0,9.0,N,YU,5401.0,43.7681,-79.4124,Injured or ill Customer (On Train) - Medical Aid Refused,0,4.9,16.8,0.0,16.8,,37.0
1438,2024-02-28,15:40:00,Wednesday,ST CLAIR STATION,MUIR,5.0,10.0,S,YU,5661.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Medical Aid Refused,1,5.4,7.9,0.0,7.9,,90.0
1439,2024-02-28,00:44:00,Wednesday,YONGE BD STATION,MUIR,6.0,11.0,E,BD,5314.0,43.6704,-79.3867,Injured or ill Customer (On Train) - Medical Aid Refused,0,5.4,7.9,0.0,7.9,,90.0
1440,2024-02-29,07:43:00,Thursday,COLLEGE STATION,MUIR,13.0,16.0,N,YU,5876.0,43.66139,-79.38347,Injured or ill Customer (On Train) - Medical Aid Refused,1,-4.7,0.0,0.0,0.0,0.0,59.0
1441,2024-02-29,10:12:00,Thursday,FINCH STATION,MUIR,5.0,10.0,S,YU,5676.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,0,-4.7,0.0,0.0,0.0,0.0,59.0
1442,2024-03-02,13:02:00,Saturday,KENNEDY BD STATION,MUIR,4.0,8.0,W,BD,5113.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,0,5.5,0.0,0.0,0.0,0.0,
1443,2024-03-05,21:31:00,Tuesday,WELLESLEY STATION,MUIR,9.0,14.0,N,YU,5391.0,43.66536,-79.38353,Injured or ill Customer (On Train) - Medical Aid Refused,0,10.7,1.5,0.0,1.5,,36.0
1444,2024-03-07,14:22:00,Thursday,KENNEDY BD STATION,MUIR,4.0,8.0,W,BD,5232.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,0,5.7,0.0,0.0,0.0,,31.0
1445,2024-03-08,12:25:00,Friday,LANSDOWNE STATION,MUIR,11.0,15.0,E,BD,5371.0,43.6641,-79.44263,Injured or ill Customer (On Train) - Medical Aid Refused,0,5.6,1.0,0.0,1.0,,33.0
1446,2024-03-09,17:21:00,Saturday,DUNDAS STATION,MUIR,13.0,17.0,S,YU,6036.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Medical Aid Refused,1,5.8,10.7,0.0,10.7,,49.0
1447,2024-03-09,23:20:00,Saturday,SUMMERHILL STATION,MUIR,4.0,10.0,N,YU,5711.0,43.682,-79.3903,Injured or ill Customer (On Train) - Medical Aid Refused,0,5.8,10.7,0.0,10.7,,49.0
1448,2024-03-11,18:12:00,Monday,BAY STATION,MUIR,14.0,17.0,W,BD,5089.0,43.67042,-79.38935,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.5,0.0,0.0,0.0,,59.0
1449,2024-03-12,06:55:00,Tuesday,ST GEORGE BD STATION,MUIR,4.0,6.0,W,YU,5020.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Medical Aid Refused,1,6.3,0.0,0.0,0.0,,
1450,2024-03-12,15:19:00,Tuesday,OSSINGTON STATION,MUIR,24.0,27.0,E,BD,5170.0,43.66243,-79.42694,Injured or ill Customer (On Train) - Medical Aid Refused,0,6.3,0.0,0.0,0.0,,
1451,2024-03-12,21:08:00,Tuesday,VAUGHAN MC STATION,MUIR,5.0,10.0,S,YU,6121.0,43.7942,-79.5322,Injured or ill Customer (On Train) - Medical Aid Refused,0,6.3,0.0,0.0,0.0,,
1452,2024-03-13,16:48:00,Wednesday,DAVISVILLE STATION,MUIR,5.0,8.0,S,YU,6016.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Medical Aid Refused,1,12.8,0.0,0.0,0.0,,40.0
1453,2024-03-15,17:31:00,Friday,BLOOR STATION,MUIR,4.0,7.0,S,YU,5936.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,1,6.2,0.0,0.0,0.0,,37.0
1454,2024-03-16,23:36:00,Saturday,WILSON STATION,MUIR,5.0,11.0,N,YU,5491.0,43.7345,-79.4501,Injured or ill Customer (On Train) - Medical Aid Refused,0,4.4,2.0,0.0,2.0,,75.0
1455,2024-03-17,19:28:00,Sunday,GLENCAIRN STATION,MUIR,15.0,21.0,N,YU,5936.0,43.70958,-79.44449,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.3,0.0,2.4,2.4,,60.0
1456,2024-03-18,20:51:00,Monday,WILSON STATION,MUIR,5.0,10.0,N,YU,5856.0,43.7345,-79.4501,Injured or ill Customer (On Train) - Medical Aid Refused,0,0.1,0.0,0.4,0.4,,50.0
1457,2024-03-19,17:50:00,Tuesday,BATHURST STATION,MUIR,5.0,8.0,E,BD,5284.0,43.66638,-79.41164,Injured or ill Customer (On Train) - Medical Aid Refused,1,-0.4,0.0,1.6,1.6,1.0,51.0
1458,2024-03-19,20:11:00,Tuesday,QUEEN'S PARK STATION,MUIR,12.0,17.0,S,YU,5426.0,43.65977,-79.39018,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.4,0.0,1.6,1.6,1.0,51.0
1459,2024-03-20,19:29:00,Wednesday,UNION STATION,MUIR,10.0,13.0,N,YU,5991.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Medical Aid Refused,0,-2.2,0.0,1.4,1.4,2.0,74.0
1460,2024-03-21,07:55:00,Thursday,BATHURST STATION,MUIR,4.0,6.0,W,BD,5003.0,43.66638,-79.41164,Injured or ill Customer (On Train) - Medical Aid Refused,1,-4.7,0.0,0.0,0.0,0.0,53.0
1461,2024-03-21,16:06:00,Thursday,ST CLAIR STATION,MUIR,8.0,11.0,N,YU,5741.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Medical Aid Refused,1,-4.7,0.0,0.0,0.0,0.0,53.0
1462,2024-03-22,21:41:00,Friday,EGLINTON STATION,MUIR,31.0,36.0,S,YU,5731.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Medical Aid Refused,0,-5.8,0.0,11.6,9.0,1.0,31.0
1463,2024-03-22,00:46:00,Friday,DUNDAS STATION,MUIR,13.0,18.0,N,YU,5486.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Medical Aid Refused,0,-5.8,0.0,11.6,9.0,1.0,31.0
1464,2024-03-24,14:10:00,Sunday,BLOOR STATION,MUIR,6.0,10.0,N,YU,5411.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,0,-3.6,0.0,0.0,0.0,2.0,36.0
1465,2024-03-25,17:46:00,Monday,EGLINTON STATION,MUIR,3.0,6.0,N,YU,5876.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Medical Aid Refused,1,4.4,0.0,0.0,0.0,,39.0
1466,2024-03-25,20:27:00,Monday,OSGOODE STATION,MUIR,6.0,11.0,N,YU,5996.0,43.65054,-79.38684,Injured or ill Customer (On Train) - Medical Aid Refused,0,4.4,0.0,0.0,0.0,,39.0
1467,2024-03-25,22:17:00,Monday,FINCH STATION,MUIR,3.0,8.0,S,YU,5651.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,0,4.4,0.0,0.0,0.0,,39.0
1468,2024-03-25,01:03:00,Monday,FINCH STATION,MUIR,6.0,12.0,S,YU,5731.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,0,4.4,0.0,0.0,0.0,,39.0
1469,2024-03-26,13:41:00,Tuesday,BROADVIEW STATION,MUIR,3.0,7.0,W,BD,5091.0,43.67674,-79.35868,Injured or ill Customer (On Train) - Medical Aid Refused,0,7.6,5.1,0.0,5.1,,40.0
1470,2024-03-26,17:13:00,Tuesday,OSSINGTON STATION,MUIR,13.0,16.0,W,BD,5371.0,43.66243,-79.42694,Injured or ill Customer (On Train) - Medical Aid Refused,1,7.6,5.1,0.0,5.1,,40.0
1471,2024-03-27,00:08:00,Wednesday,DUNDAS STATION,MUIR,8.0,15.0,N,YU,5826.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Medical Aid Refused,0,6.4,0.3,0.0,0.3,,45.0
1472,2024-03-28,08:11:00,Thursday,FINCH STATION,MUIR,3.0,6.0,N,YU,5496.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,1,4.4,0.0,0.0,0.0,,40.0
1473,2024-03-28,10:40:00,Thursday,FINCH STATION,MUIR,5.0,10.0,S,YU,5676.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,0,4.4,0.0,0.0,0.0,,40.0
1474,2024-03-28,13:14:00,Thursday,VAUGHAN MC STATION,MUIR,5.0,10.0,S,YU,5751.0,43.7942,-79.5322,Injured or ill Customer (On Train) - Medical Aid Refused,0,4.4,0.0,0.0,0.0,,40.0
1475,2024-03-28,15:18:00,Thursday,BROADVIEW STATION,MUIR,4.0,7.0,E,BD,5250.0,43.67674,-79.35868,Injured or ill Customer (On Train) - Medical Aid Refused,0,4.4,0.0,0.0,0.0,,40.0
1476,2024-03-29,21:15:00,Friday,KEELE STATION,MUIR,4.0,9.0,E,BD,5062.0,43.65521,-79.45968,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.4,0.0,0.0,0.0,,49.0
1477,2024-03-30,18:05:00,Saturday,KIPLING STATION,MUIR,5.0,10.0,W,BD,5062.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.4,0.0,0.0,0.0,,38.0
1478,2024-03-30,19:49:00,Saturday,ST CLAIR STATION,MUIR,3.0,8.0,N,YU,6001.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.4,0.0,0.0,0.0,,38.0
1479,2024-04-02,08:08:00,Tuesday,ST CLAIR WEST STATION,MUIR,10.0,13.0,S,YU,5486.0,43.68403,-79.41553,Injured or ill Customer (On Train) - Medical Aid Refused,1,6.2,7.1,0.0,7.1,,71.0
1480,2024-04-02,11:05:00,Tuesday,QUEEN'S PARK STATION,MUIR,6.0,11.0,N,YU,5751.0,43.65977,-79.39018,Injured or ill Customer (On Train) - Medical Aid Refused,0,6.2,7.1,0.0,7.1,,71.0
1481,2024-04-02,17:21:00,Tuesday,MUSEUM STATION,MUIR,14.0,17.0,N,YU,5796.0,43.66771,-79.39332,Injured or ill Customer (On Train) - Medical Aid Refused,1,6.2,7.1,0.0,7.1,,71.0
1482,2024-04-02,19:37:00,Tuesday,VAUGHAN MC STATION,MUIR,5.0,10.0,S,YU,5901.0,43.7942,-79.5322,Injured or ill Customer (On Train) - Medical Aid Refused,0,6.2,7.1,0.0,7.1,,71.0
1483,2024-04-02,22:29:00,Tuesday,BROADVIEW STATION,MUIR,5.0,10.0,E,BD,5021.0,43.67674,-79.35868,Injured or ill Customer (On Train) - Medical Aid Refused,0,6.2,7.1,0.0,7.1,,71.0
1484,2024-04-03,18:20:00,Wednesday,ST CLAIR STATION,MUIR,8.0,11.0,S,YU,5971.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.8,32.0,0.0,32.0,,62.0
1485,2024-04-04,08:11:00,Thursday,ROSEDALE STATION,MUIR,5.0,8.0,S,YU,5716.0,43.6784,-79.39,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.8,1.2,0.0,1.2,,44.0
1486,2024-04-04,09:41:00,Thursday,DUNDAS WEST STATION,MUIR,6.0,8.0,E,BD,5062.0,43.65978,-79.45284,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.8,1.2,0.0,1.2,,44.0
1487,2024-04-04,13:36:00,Thursday,VAUGHAN MC STATION,MUIR,5.0,10.0,S,YU,5896.0,43.7942,-79.5322,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.8,1.2,0.0,1.2,,44.0
1488,2024-04-04,16:30:00,Thursday,BLOOR STATION,MUIR,6.0,9.0,N,YU,5961.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.8,1.2,0.0,1.2,,44.0
1489,2024-04-05,07:48:00,Friday,YONGE BD STATION,MUIR,3.0,5.0,W,BD,5092.0,43.6704,-79.3867,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.2,0.0,0.2,0.2,0.0,51.0
1490,2024-04-05,23:05:00,Friday,CHRISTIE STATION,MUIR,3.0,8.0,W,BD,5062.0,43.66412,-79.4186,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.2,0.0,0.2,0.2,0.0,51.0
1491,2024-04-05,23:43:00,Friday,EGLINTON STATION,MUIR,3.0,8.0,N,YU,5661.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.2,0.0,0.2,0.2,0.0,51.0
1492,2024-04-06,12:28:00,Saturday,EGLINTON STATION,MUIR,5.0,9.0,N,YU,5986.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Medical Aid Refused,0,8.1,0.0,0.0,0.0,,51.0
1493,2024-04-07,09:41:00,Sunday,DAVISVILLE STATION,MUIR,4.0,10.0,S,YU,6006.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Medical Aid Refused,1,8.8,0.0,0.0,0.0,,
1494,2024-04-07,22:13:00,Sunday,YONGE BD STATION,MUIR,5.0,11.0,E,BD,5162.0,43.6704,-79.3867,Injured or ill Customer (On Train) - Medical Aid Refused,0,8.8,0.0,0.0,0.0,,
1495,2024-04-07,23:41:00,Sunday,KENNEDY BD STATION,MUIR,6.0,12.0,E,BD,5025.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,0,8.8,0.0,0.0,0.0,,
1496,2024-04-08,11:10:00,Monday,EGLINTON STATION,MUIR,4.0,9.0,N,YU,6086.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Medical Aid Refused,0,8.9,0.0,0.0,0.0,,
1497,2024-04-09,06:52:00,Tuesday,BAY STATION,MUIR,3.0,6.0,W,BD,5259.0,43.67042,-79.38935,Injured or ill Customer (On Train) - Medical Aid Refused,1,11.6,0.0,0.0,0.0,,42.0
1498,2024-04-09,13:54:00,Tuesday,COLLEGE STATION,MUIR,7.0,12.0,S,YU,5841.0,43.66139,-79.38347,Injured or ill Customer (On Train) - Medical Aid Refused,0,11.6,0.0,0.0,0.0,,42.0
1499,2024-04-09,18:51:00,Tuesday,CHESTER STATION,MUIR,11.0,14.0,E,BD,5057.0,43.67838,-79.35269,Injured or ill Customer (On Train) - Medical Aid Refused,1,11.6,0.0,0.0,0.0,,42.0
1500,2024-04-10,07:53:00,Wednesday,VAUGHAN MC STATION,MUIR,3.0,6.0,S,YU,5811.0,43.7942,-79.5322,Injured or ill Customer (On Train) - Medical Aid Refused,1,13.6,0.0,0.0,0.0,,35.0
1501,2024-04-10,11:00:00,Wednesday,ROSEDALE STATION,MUIR,5.0,10.0,N,YU,6126.0,43.6784,-79.39,Injured or ill Customer (On Train) - Medical Aid Refused,0,13.6,0.0,0.0,0.0,,35.0
1502,2024-04-11,18:50:00,Thursday,DUNDAS WEST STATION,MUIR,7.0,10.0,E,BD,5092.0,43.65978,-79.45284,Injured or ill Customer (On Train) - Medical Aid Refused,1,11.3,33.8,0.0,33.8,,37.0
1503,2024-04-11,00:37:00,Thursday,BATHURST STATION,MUIR,13.0,18.0,E,BD,5010.0,43.66638,-79.41164,Injured or ill Customer (On Train) - Medical Aid Refused,0,11.3,33.8,0.0,33.8,,37.0
1504,2024-04-12,19:16:00,Friday,CASTLE FRANK STATION,MUIR,3.0,7.0,W,BD,5299.0,43.67435,-79.36811,Injured or ill Customer (On Train) - Medical Aid Refused,0,8.6,13.2,0.0,13.2,,67.0
1505,2024-04-13,16:48:00,Saturday,OSGOODE STATION,MUIR,7.0,11.0,S,YU,5886.0,43.65054,-79.38684,Injured or ill Customer (On Train) - Medical Aid Refused,1,7.8,0.0,0.0,0.0,,75.0
1506,2024-04-14,11:32:00,Sunday,YORKDALE STATION,MUIR,11.0,17.0,S,YU,5411.0,43.72484,-79.44703,Injured or ill Customer (On Train) - Medical Aid Refused,0,11.2,6.4,0.0,6.4,,44.0
1507,2024-04-15,08:25:00,Monday,YORKDALE STATION,MUIR,3.0,6.0,S,YU,5476.0,43.72484,-79.44703,Injured or ill Customer (On Train) - Medical Aid Refused,1,10.5,0.0,0.0,0.0,,61.0
1508,2024-04-15,08:49:00,Monday,BROADVIEW STATION,MUIR,4.0,6.0,W,BD,5177.0,43.67674,-79.35868,Injured or ill Customer (On Train) - Medical Aid Refused,1,10.5,0.0,0.0,0.0,,61.0
1509,2024-04-15,11:35:00,Monday,HIGH PARK STATION,MUIR,8.0,12.0,W,BD,5332.0,43.65306,-79.46629,Injured or ill Customer (On Train) - Medical Aid Refused,0,10.5,0.0,0.0,0.0,,61.0
1510,2024-04-15,13:37:00,Monday,UNION STATION,MUIR,3.0,8.0,S,YU,5726.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Medical Aid Refused,0,10.5,0.0,0.0,0.0,,61.0
1511,2024-04-16,09:06:00,Tuesday,WELLESLEY STATION,MUIR,4.0,7.0,S,YU,5911.0,43.66536,-79.38353,Injured or ill Customer (On Train) - Medical Aid Refused,1,11.3,0.0,0.0,0.0,,
1512,2024-04-16,17:34:00,Tuesday,ST GEORGE YUS STATION,MUIR,5.0,8.0,N,YU,6116.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Medical Aid Refused,1,11.3,0.0,0.0,0.0,,
1513,2024-04-16,17:50:00,Tuesday,EGLINTON WEST STATION,MUIR,3.0,6.0,N,YU,5881.0,43.69953,-79.43554,Injured or ill Customer (On Train) - Medical Aid Refused,1,11.3,0.0,0.0,0.0,,
1514,2024-04-16,21:25:00,Tuesday,KENNEDY BD STATION,MUIR,5.0,10.0,W,BD,5228.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,0,11.3,0.0,0.0,0.0,,
1515,2024-04-16,17:05:00,Tuesday,SHEPPARD-YONGE STATION,MUIR,6.0,13.0,E,SHP,6196.0,43.76168,-79.41003,Injured or ill Customer (On Train) - Medical Aid Refused,1,11.3,0.0,0.0,0.0,,
1516,2024-04-18,09:42:00,Thursday,BAY STATION,MUIR,10.0,13.0,W,BD,5361.0,43.67042,-79.38935,Injured or ill Customer (On Train) - Medical Aid Refused,1,10.5,0.0,0.0,0.0,,46.0
1517,2024-04-19,16:22:00,Friday,CHESTER STATION,MUIR,13.0,16.0,E,BD,5244.0,43.67838,-79.35269,Injured or ill Customer (On Train) - Medical Aid Refused,1,10.0,1.4,0.0,1.4,,55.0
1518,2024-04-20,15:24:00,Saturday,BATHURST STATION,MUIR,3.0,8.0,W,BD,5302.0,43.66638,-79.41164,Injured or ill Customer (On Train) - Medical Aid Refused,0,5.6,0.0,0.0,0.0,,56.0
1519,2024-04-20,20:40:00,Saturday,DUNDAS STATION,MUIR,19.0,23.0,S,YU,5621.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Medical Aid Refused,0,5.6,0.0,0.0,0.0,,56.0
1520,2024-04-22,17:45:00,Monday,LAWRENCE STATION,MUIR,5.0,8.0,N,YU,5496.0,43.72541,-79.40225,Injured or ill Customer (On Train) - Medical Aid Refused,1,6.5,0.0,0.0,0.0,,36.0
1521,2024-04-23,06:36:00,Tuesday,UNION STATION,MUIR,14.0,17.0,N,YU,5876.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Medical Aid Refused,1,12.4,0.4,0.0,0.4,,70.0
1522,2024-04-23,15:41:00,Tuesday,SUMMERHILL STATION,MUIR,7.0,12.0,S,YU,5386.0,43.682,-79.3903,Injured or ill Customer (On Train) - Medical Aid Refused,1,12.4,0.4,0.0,0.4,,70.0
1523,2024-04-23,00:36:00,Tuesday,DUNDAS WEST STATION,MUIR,17.0,22.0,E,BD,5199.0,43.65978,-79.45284,Injured or ill Customer (On Train) - Medical Aid Refused,0,12.4,0.4,0.0,0.4,,70.0
1524,2024-04-24,14:17:00,Wednesday,LAWRENCE STATION,MUIR,17.0,22.0,S,YU,5591.0,43.72541,-79.40225,Injured or ill Customer (On Train) - Medical Aid Refused,0,5.1,0.0,0.0,0.0,,48.0
1525,2024-04-25,13:28:00,Thursday,DONLANDS STATION,MUIR,11.0,15.0,E,BD,5250.0,43.68418,-79.33492,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.2,0.0,0.0,0.0,,
1526,2024-04-25,13:43:00,Thursday,CASTLE FRANK STATION,MUIR,5.0,9.0,W,BD,5071.0,43.67435,-79.36811,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.2,0.0,0.0,0.0,,
1527,2024-04-25,22:50:00,Thursday,YORK MILLS STATION,MUIR,4.0,9.0,N,YU,6052.0,43.74462,-79.40684,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.2,0.0,0.0,0.0,,
1528,2024-04-26,08:23:00,Friday,YORKDALE STATION,MUIR,4.0,7.0,S,YU,5736.0,43.72484,-79.44703,Injured or ill Customer (On Train) - Medical Aid Refused,1,6.1,0.0,0.0,0.0,,42.0
1529,2024-04-26,19:50:00,Friday,CHRISTIE STATION,MUIR,12.0,17.0,E,BD,5118.0,43.66412,-79.4186,Injured or ill Customer (On Train) - Medical Aid Refused,0,6.1,0.0,0.0,0.0,,42.0
1530,2024-04-27,10:46:00,Saturday,SHEPPARD STATION,MUIR,3.0,7.0,N,YU,5746.0,43.74983,-79.38629,Injured or ill Customer (On Train) - Medical Aid Refused,0,10.6,6.4,0.0,6.4,,
1531,2024-04-27,20:29:00,Saturday,DUPONT STATION,MUIR,9.0,14.0,S,YU,6101.0,43.67411,-79.40634,Injured or ill Customer (On Train) - Medical Aid Refused,0,10.6,6.4,0.0,6.4,,
1532,2024-04-27,21:20:00,Saturday,QUEEN STATION,MUIR,5.0,10.0,S,YU,5696.0,43.65262,-79.37919,Injured or ill Customer (On Train) - Medical Aid Refused,0,10.6,6.4,0.0,6.4,,
1533,2024-04-29,08:12:00,Monday,MUSEUM STATION,MUIR,5.0,8.0,S,YU,5896.0,43.66771,-79.39332,Injured or ill Customer (On Train) - Medical Aid Refused,1,10.8,12.5,0.0,12.5,,48.0
1534,2024-04-29,08:42:00,Monday,DUNDAS STATION,MUIR,3.0,6.0,N,YU,5646.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Medical Aid Refused,1,10.8,12.5,0.0,12.5,,48.0
1535,2024-04-29,12:04:00,Monday,ST GEORGE YUS STATION,MUIR,3.0,8.0,N,YU,6051.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Medical Aid Refused,0,10.8,12.5,0.0,12.5,,48.0
1536,2024-04-29,22:47:00,Monday,ST GEORGE YUS STATION,MUIR,8.0,13.0,N,YU,6006.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Medical Aid Refused,0,10.8,12.5,0.0,12.5,,48.0
1537,2024-04-30,20:10:00,Tuesday,YORK MILLS STATION,MUIR,5.0,8.0,N,YU,5896.0,43.74462,-79.40684,Injured or ill Customer (On Train) - Medical Aid Refused,0,12.3,3.2,0.0,3.2,,
1538,2024-05-01,11:54:00,Wednesday,KENNEDY BD STATION,MUIR,4.0,8.0,W,BD,5061.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,0,11.8,0.0,0.0,0.0,,38.0
1539,2024-05-01,12:24:00,Wednesday,COXWELL STATION,MUIR,4.0,8.0,W,BD,5011.0,43.68456,-79.32305,Injured or ill Customer (On Train) - Medical Aid Refused,0,11.8,0.0,0.0,0.0,,38.0
